145,23,7
186,23,11
101,23,10
348,21,9
264,23,10
23,385,2
102,142,13
60,105,8
21,25,9
20,147,13
224,22,7
63,26,12
184,144,13
60,304,1
224,388,0
62,387,5
189,309,1
185,266,6
267,101,12
309,104,8
19,271,6
265,268,6
102,267,6
270,309,5
145,388,0
183,388,4
350,388,2
102,388,3
266,141,13
350,145,13
351,267,6
266,389,3
